application_id,applicant_name,email,phone,state,zip_code,credit_score,num_credit_accounts,credit_history_months,delinquencies_2y,public_records,inquiries_6m,income,total_debt,monthly_debt_payment,total_credit_limit,total_credit_balance,employment_status,employment_length_months,occupation,loan_amount,loan_purpose,loan_term_months,avg_monthly_balance,num_bank_accounts,has_savings_account,monthly_income_deposits,num_nsf_fees,application_date,referral_source,probability_of_default,default,debt_to_income,credit_utilization,payment_to_income
9193,William Ray,vrodriguez@example.com,(809)859-7338,VI,19622,737,5,9,0,0,0,93463.16,16691.9,1099.08,47182.87,36943.46,Employed,80,Customer service manager,39794.79,other,36,2980.7,3,True,3402.01,1,2025-07-24 14:37:33.244715,organic,0.1644778947681973,1,0.6043738516865896,0.7829845874148816,0.1411139961456471
9194,Deborah Colon,aimee64@example.org,664.753.6176x763,MH,72519,720,7,30,0,0,0,36992.62,18724.51,2300.44,64925.33,8558.08,Employed,20,"Engineer, maintenance",21830.16,debt_consolidation,48,14936.83,3,True,2621.52,0,2025-07-15 14:37:33.244715,direct,0.2046240261896062,1,1.096290827738073,0.13181419332023417,0.7462374927755859
9195,Joseph Benson,edwardgreen@example.com,594-565-1946,MI,31285,639,4,141,0,0,1,59187.8,5474.78,742.35,71109.17,24796.73,Employed,65,Graphic designer,38634.8,home_improvement,48,15313.71,1,True,7354.78,0,2025-07-02 14:37:33.244716,direct,0.41665071850161667,1,0.745247838236934,0.3487135344147597,0.1505073680724744
9196,Jennifer Bennett,zhall@example.net,437.824.5332,SC,28075,608,2,29,0,0,0,31746.78,13324.07,1326.38,13107.17,15820.95,Employed,7,"Engineer, biomedical",8329.35,home_improvement,48,8658.27,4,True,13548.84,0,2025-07-04 14:37:33.244717,paid_search,0.6300067815067371,1,0.6820666536889726,1.207045456799599,0.5013598229489732
9197,Sally Thomas,nguyenamanda@example.net,(812)891-0110,IL,43282,792,4,20,0,0,0,108902.38,200000.0,2899.46,86500.27,35397.71,Employed,19,"Conservator, furniture",26819.2,other,48,12169.9,0,True,9236.88,0,2025-08-03 14:37:33.244717,organic,0.12482893120377364,0,2.082775417764056,0.4092208035882431,0.31949274203190053
9198,Stacy Hart,nsmith@example.org,001-447-374-5823x668,AS,80419,784,3,72,0,0,5,37609.05,9703.47,2768.26,31664.6,48516.5,Self-Employed,35,Field seismologist,37114.8,home_improvement,24,10486.99,1,True,2063.92,0,2025-08-05 14:37:33.244718,paid_search,0.10490196897841002,0,1.2448671263964393,1.532199996210279,0.8832746373545729
9199,Michael Hernandez,paulking@example.org,+1-347-716-5522x680,WA,56528,550,3,122,0,0,3,107039.74,60706.83,2774.45,71199.76,7179.27,Employed,0,"Therapist, drama",20677.82,debt_consolidation,48,17249.63,1,True,12343.8,0,2025-08-19 14:37:33.244719,organic,0.8,1,0.7603218206621204,0.10083278370601251,0.3110377510259273
9200,Jade Rogers,ryansmith@example.com,+1-456-330-0774x615,KY,46451,672,11,16,0,0,0,61541.56,22831.14,351.72,80968.02,15127.97,Employed,87,Primary school teacher,27988.55,auto,36,4775.88,3,True,6875.09,0,2025-11-15 14:37:33.244720,paid_search,0.19899919019459456,0,0.8257783845583375,0.186838828465856,0.06858194689897365
9201,Brian Mejia,johnathanrodriguez@example.com,766.538.4716,GU,67550,799,2,98,1,0,1,38272.48,27319.24,2816.23,45025.78,28555.04,Employed,262,Early years teacher,45676.46,home_improvement,12,635.17,3,False,9602.53,2,2025-07-09 14:37:33.244720,direct,0.2120263581807932,0,1.907263391345426,0.634193122251297,0.8830041847301247
9202,Mason Moon,chadwang@example.net,001-582-599-3524x06241,AR,77554,671,3,21,0,0,2,81161.7,54053.7,721.43,29255.91,9726.64,Employed,8,Visual merchandiser,11508.03,home_improvement,24,2127.99,1,False,14415.78,1,2025-11-15 14:37:33.244721,direct,0.24496009430414967,0,0.8077914829285241,0.33246752536496044,0.10666558241140833
9203,Nathan Blanchard,williamsdonna@example.net,+1-661-943-4141x6930,GU,92603,670,5,17,0,0,0,87316.32,2105.26,2310.27,20893.84,19778.03,Employed,6,Hydrographic surveyor,36366.6,other,12,2666.46,1,False,8347.17,2,2025-10-08 14:37:33.244722,organic,0.14543863479215743,1,0.4406033144777517,0.946596221661504,0.3175035319857731
9204,Carrie Brown,nallen@example.net,6944987498,VA,02279,683,7,38,0,0,2,140548.4,39322.57,736.17,91988.27,40789.61,Employed,39,Chief Strategy Officer,5838.06,debt_consolidation,12,14489.96,1,True,7868.09,0,2025-09-05 14:37:33.244722,paid_search,0.13744826622865905,0,0.32131728287195016,0.4434218623744092,0.06285407731429173
9205,Christine Parker,justinwoods@example.com,(493)312-9734,VI,28348,632,5,4,0,0,0,79275.29,7952.05,1288.68,17699.74,17194.5,Employed,6,Fish farm manager,32673.26,debt_consolidation,24,18768.09,4,True,14148.31,1,2025-09-20 14:37:33.244723,direct,0.3866421390077663,1,0.5124586740710756,0.9714549479257887,0.19506910665353608
9206,Jeffrey Alvarez,matthewfry@example.net,(376)576-3286x50865,MH,05051,597,0,118,0,0,2,83240.73,43559.53,1358.6,40731.9,8868.21,Unemployed,36,"Surveyor, rural practice",44534.13,home_improvement,48,10527.78,1,True,5447.18,0,2025-07-09 14:37:33.244724,organic,0.5222891162360453,0,1.0582999452311388,0.21772149101809635,0.19585604306930032
9207,Brian White,osaunders@example.net,(592)917-8563,KS,34310,763,5,124,0,0,0,91351.08,32038.87,1603.19,87385.38,16743.32,Employed,42,Market researcher,31017.69,auto,60,9799.89,1,True,9047.54,0,2025-08-10 14:37:33.244724,paid_search,0.08766571419685996,0,0.6902661687196254,0.19160321783804107,0.2105971817738772
9208,Matthew Jennings,leekari@example.net,001-559-330-6732x484,KS,78172,589,9,67,0,0,2,20000.0,4071.45,2699.78,63622.18,37412.55,Employed,27,Ophthalmologist,26521.15,debt_consolidation,12,9232.7,3,False,5775.24,0,2025-11-20 14:37:33.244725,organic,0.8,1,1.52963,0.5880425662874175,1.619868
9209,Sabrina Chapman,hstrickland@example.org,(793)937-0260x60249,GA,83575,714,4,21,0,0,1,72582.95,102791.37,1979.55,17736.16,14502.94,Employed,9,Teaching laboratory technician,13807.06,auto,48,6088.01,0,True,5852.4,0,2025-12-02 14:37:33.244726,affiliate,0.2888082660927827,1,1.60641624513746,0.8177046215189759,0.327275207193976
9210,Sara Yang,dawn84@example.org,(541)925-3726x1052,WI,53166,753,9,10,0,0,1,99099.18,45869.64,748.85,63421.35,30782.91,Employed,80,Wellsite geologist,17093.9,debt_consolidation,48,11644.88,2,True,5094.36,1,2025-07-31 14:37:33.244727,direct,0.0730715244377227,1,0.6353588394979657,0.48537140883945235,0.0906788532458089
9211,Thomas Logan,sallen@example.org,(460)604-2467,FM,38971,612,4,71,0,1,1,67186.43,25164.96,1403.69,82388.83,40576.71,Unemployed,12,Personal assistant,48380.58,home_improvement,60,4489.47,0,False,7619.53,0,2025-06-23 14:37:33.244727,organic,0.5998630976095536,1,1.0946487259406403,0.49250256375773266,0.25070955548613016
9212,Ashley Horn,armstrongrhonda@example.net,592.991.7892x584,IL,98805,644,5,6,0,1,0,46443.26,200000.0,605.08,76316.91,8532.78,Employed,27,Customer service manager,15009.53,home_improvement,48,5232.9,1,True,5619.24,0,2025-11-12 14:37:33.244728,affiliate,0.8,1,4.629509857835131,0.1118071997411845,0.1563404463855466
9213,John Moore,courtney34@example.com,677.230.9692x8618,MP,96738,772,8,31,0,0,0,42114.74,9991.94,1147.85,85880.59,41839.49,Self-Employed,10,Paramedic,12576.44,home_improvement,24,16560.4,2,False,2332.88,0,2025-10-24 14:37:33.244729,paid_search,0.10721717350311073,0,0.5358784121663817,0.487182144417033,0.32706363615209305
9214,Amanda Brown,vzimmerman@example.net,(752)995-7162,ID,83383,731,5,5,0,0,0,58595.36,17870.85,1389.91,71690.71,21046.82,Employed,69,Barista,26312.89,other,12,11037.71,0,True,14515.94,0,2025-09-27 14:37:33.244730,organic,0.18445271435988778,0,0.7540484434262371,0.2935780661120527,0.2846457466939362
9215,Stacey Dixon,vbrown@example.net,(411)689-5579,VI,49402,662,1,33,0,0,1,56012.0,63981.43,1075.74,72503.13,35722.1,Employed,27,"Education officer, museum",19099.09,debt_consolidation,36,8825.66,1,True,14225.4,0,2025-10-12 14:37:33.244730,affiliate,0.5777061514036501,1,1.4832628722416625,0.4926973497557967,0.23046632864386205
9216,Jill Ramirez,sandra27@example.org,(716)809-1750x227,TX,16385,772,3,8,1,0,1,66406.19,54020.46,2361.42,54015.47,44469.45,Employed,73,Audiological scientist,27686.33,business,24,4551.19,4,True,12391.4,0,2025-06-09 14:37:33.244731,affiliate,0.15317706030117678,0,1.230409243475646,0.8232724810133096,0.4267228702625463
9217,Anthony Mitchell,nicholas72@example.org,001-456-846-5496x5384,AR,77369,772,8,1,0,0,1,59966.6,36410.33,241.32,25838.13,46579.74,Self-Employed,21,Airline pilot,27373.56,auto,36,11004.76,3,True,13264.44,2,2025-08-15 14:37:33.244732,direct,0.09849513650706399,0,1.0636569356942032,1.802751979342158,0.04829088192427118
9218,Katherine Weaver,cortezheather@example.com,(408)407-8269x62252,GU,70204,716,3,35,0,0,0,82118.17,9301.48,2813.76,46522.23,18165.55,Employed,8,Photographer,44588.59,home_improvement,48,3142.54,1,True,10900.28,0,2025-09-04 14:37:33.244732,organic,0.20780683890667545,0,0.6562502549679321,0.39047031924308007,0.4111772096236436
9219,Rachel Macdonald,spencerryan@example.org,001-616-346-0595x1380,DC,96566,645,6,50,0,0,0,31108.73,31487.09,1663.91,8624.04,49409.77,Employed,32,Psychiatric nurse,44411.16,debt_consolidation,60,13189.02,1,False,6228.07,1,2025-10-07 14:37:33.244733,affiliate,0.5719242928095098,1,2.439773336937895,5.729306682251009,0.6418429810538715
9220,Amy Lee,robin38@example.org,001-947-996-1399x847,WA,53500,675,1,34,1,0,0,89347.98,200000.0,2445.97,82808.16,27454.54,Employed,12,Radiation protection practitioner,13517.44,debt_consolidation,48,1603.67,3,True,4420.4,0,2025-10-26 14:37:33.244734,organic,0.4822974651885257,1,2.389728788496394,0.3315438961570937,0.3285092735168719
9221,Matthew Rivas,garciataylor@example.com,+1-705-545-5278,TX,91293,717,2,11,0,0,0,112875.65,71351.15,727.17,99450.27,38585.86,Self-Employed,51,Chief Strategy Officer,18561.06,auto,24,17598.05,0,True,13194.14,1,2025-06-11 14:37:33.244735,paid_search,0.19234223985631263,0,0.7965598426232761,0.3879915057043083,0.0773066644577462
9222,Allison Miller,khorton@example.net,(249)733-3803x03438,TN,35735,688,2,4,0,0,2,25895.37,45527.55,1181.86,62240.25,20689.02,Self-Employed,9,Electronics engineer,18945.01,home_improvement,48,11116.91,0,True,11142.06,0,2025-10-29 14:37:33.244735,paid_search,0.49867046388534875,0,2.489733106729118,0.33240579849856,0.5476778281213978
9223,Jennifer Ray MD,sandra41@example.org,951.707.1956,OR,30896,756,8,8,0,0,0,48110.51,200000.0,2910.38,67769.28,16357.56,Employed,31,"Engineer, water",36769.71,auto,36,12981.33,4,False,10270.0,0,2025-07-23 14:37:33.244736,affiliate,0.29084260479802293,0,4.921371858248852,0.24137131160313346,0.7259237118874856
9224,Jason Barnes,jeffrey09@example.org,495.961.5529,MD,57492,608,13,77,0,0,1,91352.89,68570.44,1709.44,42977.13,33769.22,Employed,7,Arts development officer,42521.59,business,12,6957.18,4,True,9830.73,0,2025-06-23 14:37:33.244737,organic,0.8,1,1.216075703789995,0.7857486062936265,0.2245498746673477
9225,Erica Yang,jacquelinehardy@example.com,+1-284-671-4784x450,SD,97207,610,4,0,0,0,0,73895.82,40743.48,1205.43,36116.39,8372.67,Employed,79,"Scientist, biomedical",37143.91,debt_consolidation,12,4012.81,6,True,9800.7,0,2025-11-04 14:37:33.244737,affiliate,0.579119893715551,0,1.0540161811588262,0.2318246646467158,0.19575072040610686
9226,Jason Kirk,paulaross@example.org,001-553-621-7386x043,FM,30624,710,3,119,0,0,0,33685.23,16666.69,2996.08,83257.09,45318.1,Employed,31,Purchasing manager,15203.89,auto,12,16956.61,0,True,8007.47,0,2025-07-30 14:37:33.244738,direct,0.2155055235000565,0,0.9461292085581721,0.5443152048672372,1.0673211968569012
9227,Michael Smith,xbrewer@example.org,001-754-926-9932x53523,MS,58476,670,3,109,0,0,1,80569.32,13812.52,2129.9,24577.0,44758.86,Employed,43,"Administrator, education",27212.26,debt_consolidation,24,4618.19,4,True,5808.64,0,2025-07-10 14:37:33.244739,organic,0.16850580090593567,0,0.5091861269277188,1.8211685722423405,0.3172274508460541
9228,Ronald Baker,rmartinez@example.com,001-946-235-6902x42375,NM,62212,662,3,127,0,0,0,23457.74,6679.64,2463.64,81610.93,48165.38,Employed,6,Garment/textile technologist,29449.04,debt_consolidation,60,12928.31,0,True,7818.25,0,2025-08-06 14:37:33.244739,paid_search,0.675189031608537,1,1.5401603052979527,0.5901829571112595,1.2602953225673061
9229,Mark Rangel,bryanbonnie@example.com,001-601-691-4699,ME,70887,593,5,126,0,0,1,76969.74,20522.45,743.21,64392.83,18947.8,Employed,55,Glass blower/designer,28793.29,debt_consolidation,24,8671.42,1,True,7196.13,0,2025-09-29 14:37:33.244740,paid_search,0.5138702563617145,0,0.6407159488910837,0.2942532576996538,0.1158704706550912
9230,Mrs. Julia Chavez DDS,agreen@example.com,001-439-951-5473,OK,35526,701,8,66,0,0,3,117417.46,12534.24,238.32,27954.17,11569.63,Employed,11,Archivist,41260.63,other,48,13006.8,0,True,10725.44,1,2025-11-09 14:37:33.244741,organic,0.1917424865267607,0,0.4581505169674084,0.41387850184784597,0.02435617326418064
9231,Johnny Escobar,reynoldsjesse@example.org,(922)278-0569,VT,14510,696,3,112,0,0,5,59069.98,18862.25,2761.22,72264.39,17799.0,Employed,15,Health and safety adviser,18218.36,home_improvement,48,513.99,3,True,8948.35,0,2025-11-01 14:37:33.244742,paid_search,0.1530233475877691,0,0.627740351359523,0.24630388494250072,0.5609387374094252
9232,Jeremy Cochran,dean55@example.com,+1-659-546-7598x751,KS,30493,739,6,78,0,0,4,89550.98,28328.86,1050.42,86563.49,27327.69,Self-Employed,0,Armed forces technical officer,6065.63,debt_consolidation,48,6798.28,6,True,12180.68,0,2025-07-19 14:37:33.244742,paid_search,0.19156670499579384,0,0.3840772038452287,0.31569533529667065,0.14075825859192162
9233,Denise Stewart,cbautista@example.com,2443803457,IA,61617,704,6,21,1,0,0,70726.78,12668.63,2340.37,30315.78,1975.42,Employed,2,Farm manager,46867.85,debt_consolidation,48,10067.86,3,True,14872.58,1,2025-09-01 14:37:33.244743,direct,0.44945935493793454,0,0.8417812885020355,0.06516144397406236,0.3970835375228449
9234,Reginald Brown,rodriguezmary@example.org,001-801-317-5367x50677,WI,62511,692,6,84,0,0,3,41144.0,56719.13,1403.46,31982.02,25421.19,Employed,7,Tour manager,13666.66,debt_consolidation,12,8062.69,5,False,3706.61,0,2025-11-03 14:37:33.244744,direct,0.3309913907169617,1,1.7107182092164106,0.7948587987875687,0.40933112969084195
9235,Charles Mendez,bergrobert@example.com,+1-918-527-7920x604,WA,79768,770,7,57,1,0,0,45118.59,18366.19,2671.68,8642.94,1198.58,Employed,3,"Engineer, technical sales",9117.8,other,24,17843.46,1,True,13226.79,0,2025-07-04 14:37:33.244744,affiliate,0.17381501896497778,0,0.6091500199806776,0.13867734821715758,0.710575396970517
9236,Jordan Morse,michael30@example.net,(570)313-5958x259,CO,75104,621,4,1,0,0,0,51261.2,13677.31,925.58,8833.67,39984.47,Employed,0,"Programmer, applications",21341.29,auto,48,17747.45,1,True,11759.24,0,2025-09-20 14:37:33.244745,direct,0.44565398927136923,0,0.6831404649130336,4.526371259057674,0.21667381957503923
9237,Brittney Boyd,andrew43@example.net,500-791-5340x7855,OR,01993,732,7,92,0,0,1,52914.08,46480.16,1683.31,76086.04,22566.07,Employed,16,Arboriculturist,35196.54,debt_consolidation,48,12371.97,0,False,9931.51,1,2025-06-17 14:37:33.244746,organic,0.23428389263942048,1,1.5435721456368514,0.29658620687842346,0.38174565257489124
9238,Brandy Hogan,alyssamoore@example.net,5384176106,FM,60373,599,4,122,0,1,2,107233.95,24499.69,1223.51,11219.59,12626.47,Self-Employed,53,Software engineer,42575.96,auto,36,867.33,4,True,10691.52,0,2025-07-06 14:37:33.244746,paid_search,0.45332090756999033,1,0.6255075934440538,1.1253949565001928,0.1369167134102586
9239,James Ball,ehodge@example.net,7889996068,MA,73694,649,5,43,0,0,2,126083.89,7367.7,2119.25,12249.62,2545.24,Unemployed,10,Medical technical officer,36180.25,home_improvement,36,811.25,4,True,4673.51,0,2025-06-22 14:37:33.244747,organic,0.3484323052260105,0,0.34538869319466586,0.20778113933330172,0.20169904339087255
9240,Nicole Scott,catherine33@example.com,874-265-6934x2886,IN,93077,627,5,40,0,1,2,92351.25,4963.2,1703.17,72690.19,29847.74,Employed,16,Printmaker,38282.82,business,24,15435.48,0,False,11627.84,0,2025-06-17 14:37:33.244748,organic,0.24522077430117886,0,0.468277581516222,0.41061579286008193,0.22130767044300972
9241,Aaron Gonzalez,justinlee@example.com,001-736-844-1363,DE,75370,746,5,33,0,0,0,125339.96,14796.43,2261.15,62382.66,24107.25,Self-Employed,28,Printmaker,35450.54,debt_consolidation,60,9903.87,4,False,13798.22,0,2025-10-07 14:37:33.244749,organic,0.06849543331130509,0,0.40088547977835637,0.38644152076875204,0.21648163921545852
9242,Matthew David Jr.,angela23@example.net,515-225-8903,DC,52939,696,9,76,0,0,1,68787.8,109649.16,1424.13,53074.56,42076.2,Employed,16,Research scientist (physical sciences),34835.25,home_improvement,12,17202.3,0,False,11886.08,0,2025-09-07 14:37:33.244749,paid_search,0.28592510800701865,0,2.1004365599713903,0.7927752957349058,0.24843882200041287
9243,Mitchell Daniels,amysmith@example.net,(397)358-4778x739,VT,80624,699,4,14,1,0,0,20000.0,36571.04,2382.82,60591.39,45998.98,Employed,112,Commercial/residential surveyor,43237.88,business,48,16760.54,0,True,2849.17,0,2025-08-02 14:37:33.244750,affiliate,0.8,0,3.990446,0.7591669377447853,1.4296920000000002
9244,Dakota Vaughn,zbrown@example.org,907-545-1067,WY,07552,633,4,89,0,0,2,59983.92,40571.82,1622.19,73230.31,25829.64,Employed,8,"Scientist, research (physical sciences)",13485.44,home_improvement,60,12065.66,4,False,6702.05,0,2025-06-27 14:37:33.244751,direct,0.41702860687657795,1,0.9011958538221577,0.3527178841657232,0.3245249726926816
9245,Jennifer Torres,ewarren@example.net,402.850.6256x320,MS,03998,682,4,20,0,0,0,40646.29,18009.56,522.97,61016.11,14704.6,Employed,21,Hospital doctor,8032.08,auto,60,11986.29,2,True,5367.86,1,2025-11-01 14:37:33.244751,organic,0.1602449011045872,0,0.6406892240349611,0.24099536991132342,0.15439637910372633
9246,Sergio Massey,gardneralexa@example.net,(200)941-6077,AL,80738,654,6,18,0,0,0,83756.09,31601.51,2249.06,92105.68,9245.96,Self-Employed,69,Air cabin crew,32998.7,debt_consolidation,36,10810.81,3,True,6530.57,0,2025-11-20 14:37:33.244752,paid_search,0.3804081059782083,0,0.7712897056202122,0.100384254260975,0.32222994172722247
9247,Brianna Aguilar,amysilva@example.net,(957)301-9454x27295,WA,11748,723,4,99,0,2,2,55774.54,50161.11,1403.68,27226.19,2827.16,Employed,13,"Engineer, manufacturing",37235.49,debt_consolidation,12,2595.82,4,False,7000.85,0,2025-12-01 14:37:33.244753,paid_search,0.28657316108606645,0,1.566962273467428,0.10383972197358499,0.30200446296822886
9248,Bryce Thompson,kayla34@example.net,(660)915-7367,WV,03590,640,7,11,0,0,0,70027.32,18636.29,2394.88,64239.45,21838.98,Employed,6,"Designer, exhibition/display",6060.63,business,60,18918.52,3,False,8599.26,0,2025-12-04 14:37:33.244753,paid_search,0.2813320309768105,0,0.3526754986482418,0.3399621260767332,0.4103906875202421
9249,Deborah Hawkins,shelly71@example.org,+1-429-531-6876x2797,CA,71308,779,4,119,0,0,0,61417.02,5474.92,2737.2,26988.56,24724.07,Employed,88,Dietitian,35331.1,business,12,4484.24,4,False,6033.22,0,2025-10-29 14:37:33.244754,paid_search,0.07678745668661165,1,0.6644089863037965,0.9160944489072407,0.5348094062525338
9250,William Chambers,brian38@example.com,849-336-1920x366,TX,77648,599,6,228,0,0,0,45465.25,9899.08,2735.74,90042.59,10640.07,Self-Employed,31,"Engineer, electronics",22270.37,home_improvement,12,15806.78,1,False,4814.16,1,2025-08-02 14:37:33.244755,paid_search,0.47023078682496583,1,0.7075612693210748,0.11816708071147221,0.7220653136186428
9251,Ryan Conner,meltonangela@example.net,768.797.3636,IA,83522,651,4,23,2,0,1,39350.36,9906.11,2392.15,85497.97,3611.65,Employed,26,Chief Strategy Officer,35620.6,home_improvement,48,7398.0,2,True,8085.55,0,2025-07-16 14:37:33.244756,paid_search,0.8,0,1.156957903307619,0.04224252341897708,0.729492690791139
9252,Larry Rowland,qlogan@example.net,2858959945,IN,90781,800,8,157,1,0,1,46913.76,200000.0,529.76,95023.8,36987.43,Employed,5,"Scientist, research (maths)",30899.57,home_improvement,36,5016.6,3,True,11058.48,0,2025-07-22 14:37:33.244756,organic,0.41610587094962387,0,4.921787765465825,0.3892438525927189,0.13550651237504732
9253,Deborah Smith,bradleylisa@example.net,001-755-912-9740x07172,MP,95365,673,0,50,0,0,1,74553.66,30138.69,2895.43,12302.52,27403.34,Employed,2,Press photographer,20847.17,business,48,6354.26,3,True,9739.94,1,2025-09-07 14:37:33.244757,direct,0.23082767733432025,0,0.6838813815445144,2.2274574639992455,0.46604231100123045
9254,Timothy Wilson,orobinson@example.net,001-472-928-8012x22171,KS,15359,621,6,18,0,0,0,119074.98,17267.37,1667.25,88106.44,44043.77,Employed,95,Senior tax professional/tax inspector,47242.38,debt_consolidation,60,4495.01,3,True,6289.22,0,2025-08-06 14:37:33.244758,organic,0.2548271989507065,0,0.5417573868162733,0.4998927433681351,0.16802018358516627
9255,Jose Ramsey,markbradley@example.com,(844)681-5712x34720,WI,36108,713,8,36,1,0,1,74536.67,5715.61,2759.36,16809.5,39495.32,Employed,2,"Physicist, medical",10342.82,debt_consolidation,60,15681.77,1,False,13905.05,0,2025-10-18 14:37:33.244758,affiliate,0.2772919302519178,1,0.21544335157446665,2.349583271364407,0.4442420086649967
9256,Shane Garcia,gilberttamara@example.org,001-324-776-5541x24292,AR,21100,671,5,96,0,0,1,214170.21,49513.7,2120.37,93723.46,4554.01,Employed,24,General practice doctor,15284.16,debt_consolidation,48,19291.1,3,True,6906.83,0,2025-10-13 14:37:33.244759,paid_search,0.14484022284357517,0,0.3025530955028713,0.04858986213270402,0.11880475814073302
9257,John Banks,kevinjohnson@example.com,977-721-8057,IL,63343,649,7,65,0,0,0,82291.32,35103.98,790.35,89826.15,32040.25,Unemployed,51,Event organiser,13977.93,auto,24,1710.92,2,True,3419.36,0,2025-09-26 14:37:33.244760,direct,0.33689432510496636,0,0.5964409126017179,0.3566917874137988,0.11525152348996225
9258,Amy Wilcox,sherrytran@example.net,(759)818-1448x9275,HI,93685,634,7,40,0,0,1,66789.99,25270.38,1963.32,75885.41,45101.14,Employed,46,Financial controller,9811.83,business,48,16495.02,1,False,3004.27,0,2025-10-11 14:37:33.244760,direct,0.359356005776947,1,0.5252614950234309,0.5943321647731757,0.352745074523892
9259,Darrell Coleman,johngonzalez@example.com,514-596-5346x4732,NV,42857,850,3,17,0,0,1,105821.59,34823.83,1233.99,7623.43,33134.3,Employed,39,Public affairs consultant,15530.56,other,12,6281.25,1,False,11768.63,0,2025-07-08 14:37:33.244761,direct,0.04304642011201397,0,0.475842311573659,4.346376893340662,0.1399325033766739
9260,Jacqueline Ramos,qharris@example.org,+1-583-635-8846x3919,MP,94069,684,2,77,0,0,0,29324.22,7042.93,248.03,11676.95,28784.85,Employed,1,Chartered accountant,34088.7,business,60,739.98,2,True,9037.06,0,2025-08-24 14:37:33.244762,organic,0.3509377581970014,0,1.402650437078974,2.4651000475295346,0.10149835187432095
9261,Michael Wong,julie05@example.net,(486)834-9940x347,MH,65809,584,5,22,1,0,1,43402.17,21990.57,2568.86,82781.41,45092.9,Employed,38,"Engineer, civil (consulting)",16720.0,debt_consolidation,60,9322.17,7,True,8845.04,0,2025-09-18 14:37:33.244763,organic,0.8,1,0.8919040223104052,0.5447225409666252,0.7102483585498145
9262,Bradley Brown,cheyenneguerra@example.net,+1-907-320-4622x1734,PW,85412,789,8,24,0,0,1,81400.11,24577.4,2945.94,96062.65,28785.17,Employed,6,Catering manager,23124.72,home_improvement,48,9512.64,2,True,12016.47,0,2025-08-20 14:37:33.244763,affiliate,0.08733341817931635,0,0.5860203383017542,0.2996499680156648,0.4342903222120953
9263,Anna House,ashley81@example.com,(971)414-5005,SD,36192,736,7,82,0,0,1,41691.63,47644.77,1671.75,35771.78,47064.04,Employed,30,Metallurgist,43635.58,other,24,10531.76,3,True,5622.52,1,2025-11-15 14:37:33.244764,direct,0.282339044166552,0,2.1894166766806675,1.3156750936073074,0.4811757180038296
9264,April Rhodes,morrischristina@example.org,001-970-799-4240x397,ND,81780,654,1,49,0,0,1,122583.29,59153.98,1090.08,37139.37,36754.97,Self-Employed,35,"Merchandiser, retail",37027.42,debt_consolidation,48,4868.2,3,True,2846.98,0,2025-06-22 14:37:33.244765,organic,0.4172609121452702,1,0.7846208076157851,0.9896497975059889,0.10671079231108906
9265,Brian Peters,matthew74@example.com,(754)933-2554,PA,41038,644,2,12,0,0,1,46830.11,1429.52,797.98,52124.07,8903.4,Employed,10,Community arts worker,49649.26,business,60,18906.89,0,True,11185.36,0,2025-11-13 14:37:33.244765,direct,0.42940031822973673,0,1.0907251766011226,0.17081168066883495,0.2044786997083714
9266,Nicholas Smith,dennis27@example.org,237.381.2109x88744,CA,40278,740,6,69,1,0,0,90155.2,17556.83,911.54,6611.88,3682.56,Employed,21,Curator,9941.57,debt_consolidation,36,11507.92,1,True,3537.13,0,2025-08-16 14:37:33.244766,affiliate,0.09004095031747275,0,0.30501180187055216,0.5569611063721664,0.12132944078655473
9267,Gregory Roberts,johnsonjohn@example.com,951.579.8799,DC,77939,685,3,17,0,0,1,63174.1,53979.01,2545.22,57764.03,42672.55,Employed,14,Radio producer,14858.72,debt_consolidation,48,19832.22,3,True,7736.29,0,2025-09-18 14:37:33.244767,paid_search,0.24902966795377302,0,1.0896511386786674,0.7387391426810076,0.483467750233086
9268,Michael Conrad,zjohnson@example.net,(945)650-4014x65998,KY,61521,584,11,85,0,0,0,158517.29,119215.27,635.93,51287.2,31325.15,Self-Employed,113,Insurance risk surveyor,37971.96,debt_consolidation,24,18169.02,2,False,4661.76,0,2025-07-18 14:37:33.244768,organic,0.5653821907830134,0,0.9916093695520533,0.6107791027780811,0.04814086841883305
9269,Michael Thompson,ibrown@example.net,(246)386-5221x57900,LA,10824,807,8,39,0,0,2,86628.01,7756.67,2805.21,35243.05,36969.11,Employed,67,Arts development officer,17361.41,auto,12,19306.41,4,False,11348.67,0,2025-09-10 14:37:33.244768,direct,0.04578956923560938,0,0.2899533303373817,1.0489758973755108,0.38858701706295695
9270,William Jackson,schmittsara@example.net,431.331.2710x617,NV,70593,673,3,54,0,0,1,80417.64,20787.4,1392.71,68466.69,2232.66,Self-Employed,8,Advertising art director,15056.78,home_improvement,12,11765.5,2,True,8301.66,1,2025-08-18 14:37:33.244769,direct,0.18631143677286288,1,0.44572534085805054,0.03260943387215009,0.2078215675068306
9271,Julie Conway,munozchristine@example.net,001-819-842-1117x14696,TN,09591,789,6,55,0,0,1,50104.5,42754.0,2038.0,7677.5,3180.87,Employed,2,"Therapist, sports",34440.69,business,60,11482.92,1,True,14252.06,0,2025-08-18 14:37:33.244770,paid_search,0.1920552247796835,0,1.5406737917751898,0.414310647997395,0.4880998712690477
